PROBLEM,DIMENSION,derivative_type,start.pt ID,k_exp,fd_strategy,grad.norm,iters/max,success,rate(exp),time(s)
31,100000,FD_all,1,4,component-wise,3.35e-08,15/1000,yes,1.28,19.00
31,100000,FD_all,2,4,component-wise,3.42e-08,15/1000,yes,1.18,19.18
31,100000,FD_all,3,4,component-wise,9.19e-07,16/1000,yes,1.27,28.82
31,100000,FD_all,4,4,component-wise,3.45e-08,15/1000,yes,1.15,61.17
31,100000,FD_all,5,4,component-wise,3.40e-08,15/1000,yes,1.26,65.49
,,,"Avg (successes)",,,,2.11e-07,15.2/1000,,1.23,38.73
,,,,,,,,,,
31,100000,FD_all,0,4,constant,3.66e-06,100/1000,no,NaN,243.79
31,100000,FD_all,1,4,constant,3.35e-08,15/1000,yes,1.28,65.39
31,100000,FD_all,2,4,constant,3.42e-08,15/1000,yes,1.18,66.36
31,100000,FD_all,3,4,constant,9.19e-07,16/1000,yes,1.27,70.77
31,100000,FD_all,4,4,constant,3.45e-08,15/1000,yes,1.15,65.28
31,100000,FD_all,5,4,constant,3.41e-08,15/1000,yes,1.26,65.65
,,,"Avg (successes)",,,,2.11e-07,15.2/1000,,1.23,66.69
,,,,,,,,,,
31,100000,FD_all,0,8,component-wise,5.73e-09,15/1000,yes,0.57,65.74
31,100000,FD_all,1,8,component-wise,3.35e-08,15/1000,yes,1.28,64.49
31,100000,FD_all,2,8,component-wise,3.42e-08,15/1000,yes,1.18,11.43
31,100000,FD_all,3,8,component-wise,9.19e-07,16/1000,yes,1.27,12.14
31,100000,FD_all,4,8,component-wise,3.45e-08,15/1000,yes,1.15,11.66
31,100000,FD_all,5,8,component-wise,3.40e-08,15/1000,yes,1.26,11.59
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,29.51
,,,,,,,,,,
31,100000,FD_all,0,8,constant,5.73e-09,15/1000,yes,0.57,66.52
31,100000,FD_all,1,8,constant,3.35e-08,15/1000,yes,1.28,66.27
31,100000,FD_all,2,8,constant,3.42e-08,15/1000,yes,1.18,65.56
31,100000,FD_all,3,8,constant,9.19e-07,16/1000,yes,1.27,71.01
31,100000,FD_all,4,8,constant,3.45e-08,15/1000,yes,1.15,65.87
31,100000,FD_all,5,8,constant,3.40e-08,15/1000,yes,1.26,66.05
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,66.88
,,,,,,,,,,
